ts,node,slot,block_no,hash,era
2026-05-16T16:10:34Z,cardano-bp,154,22,01a2fb425f674f6279a5bc9b167abba5dd1ccb2bbf67c70226ec3ff3abd41ec8,Conway
2026-05-16T16:10:39Z,relay,159,23,9a3ca64cd697370365470f61f3eb02d3df13511ea883c93a5ab12569b9a3436c,Conway
2026-05-16T16:10:39Z,dugite-bp,163,24,ce5bea8fc22254bf72d160380c79dbe183637f5d5fcf8825a7b7177907a2f791,Conway
2026-05-16T16:10:39Z,cardano-bp,159,23,9a3ca64cd697370365470f61f3eb02d3df13511ea883c93a5ab12569b9a3436c,Conway
2026-05-16T16:10:45Z,relay,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:45Z,dugite-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:45Z,cardano-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:50Z,relay,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:50Z,dugite-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:50Z,cardano-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:55Z,relay,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:55Z,dugite-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:10:55Z,cardano-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:11:00Z,relay,184,26,f21236d28bf462e17e9fd395a486345dda9248c3c83036428720ce57623905f4,Conway
2026-05-16T16:11:00Z,dugite-bp,168,25,9e62cdcacc72c5fd7848f83126eaae1af36e43ab0727b2272514ca4f0ad6337c,Conway
2026-05-16T16:11:00Z,cardano-bp,184,26,f21236d28bf462e17e9fd395a486345dda9248c3c83036428720ce57623905f4,Conway
2026-05-16T16:11:05Z,relay,186,27,2d6194c517e573e506f34b44cbcb4cfe085c7cf4c1a44d6d2806b1d9884fd769,Conway
2026-05-16T16:11:05Z,dugite-bp,186,27,2d6194c517e573e506f34b44cbcb4cfe085c7cf4c1a44d6d2806b1d9884fd769,Conway
2026-05-16T16:11:05Z,cardano-bp,186,27,2d6194c517e573e506f34b44cbcb4cfe085c7cf4c1a44d6d2806b1d9884fd769,Conway
2026-05-16T16:11:10Z,relay,195,28,67857762e02de403b972ab82288d1a15fa0fcf97af07e262e93cca38361ac8b6,Conway
2026-05-16T16:11:10Z,dugite-bp,195,28,67857762e02de403b972ab82288d1a15fa0fcf97af07e262e93cca38361ac8b6,Conway
2026-05-16T16:11:10Z,cardano-bp,195,28,67857762e02de403b972ab82288d1a15fa0fcf97af07e262e93cca38361ac8b6,Conway
2026-05-16T16:11:16Z,relay,197,29,4299bacd5e3e3065dfcb857d1601dffb72469a2945ffa98a4014abe1f524033a,Conway
2026-05-16T16:11:16Z,dugite-bp,197,29,4299bacd5e3e3065dfcb857d1601dffb72469a2945ffa98a4014abe1f524033a,Conway
2026-05-16T16:11:16Z,cardano-bp,197,29,4299bacd5e3e3065dfcb857d1601dffb72469a2945ffa98a4014abe1f524033a,Conway
2026-05-16T16:11:21Z,relay,204,30,dced97e14930e047a66d3779a2b29997ed46e613c5ea634da2f6e1986c00a968,Conway
2026-05-16T16:11:21Z,dugite-bp,204,30,dced97e14930e047a66d3779a2b29997ed46e613c5ea634da2f6e1986c00a968,Conway
2026-05-16T16:11:21Z,cardano-bp,204,30,dced97e14930e047a66d3779a2b29997ed46e613c5ea634da2f6e1986c00a968,Conway
2026-05-16T16:11:26Z,relay,209,32,d2a60b89bb421381f9ea5372cf3dfcf5ba9257f69148b1a36a1a6b47629cce76,Conway
2026-05-16T16:11:26Z,dugite-bp,209,32,d2a60b89bb421381f9ea5372cf3dfcf5ba9257f69148b1a36a1a6b47629cce76,Conway
2026-05-16T16:11:26Z,cardano-bp,209,32,d2a60b89bb421381f9ea5372cf3dfcf5ba9257f69148b1a36a1a6b47629cce76,Conway
2026-05-16T16:11:31Z,relay,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:31Z,dugite-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:31Z,cardano-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:36Z,relay,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:36Z,dugite-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:36Z,cardano-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:41Z,relay,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:41Z,dugite-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:41Z,cardano-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:47Z,relay,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:47Z,dugite-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:47Z,cardano-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:52Z,relay,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:52Z,dugite-bp,236,34,d2ea42f63281db2b4c2a4eaebd3a2d97642a290d4d080b740af3481f7ef6b96b,Conway
2026-05-16T16:11:52Z,cardano-bp,212,33,94493f194de3c60f621885221797e5dce684bef568a575f5f49ad2e63efe0d2d,Conway
2026-05-16T16:11:57Z,relay,239,35,e2b680c5eee3af3a729a23d18689213ad27d9774707e24561b394983bb846949,Conway
2026-05-16T16:11:57Z,dugite-bp,239,35,e2b680c5eee3af3a729a23d18689213ad27d9774707e24561b394983bb846949,Conway
2026-05-16T16:11:57Z,cardano-bp,239,35,e2b680c5eee3af3a729a23d18689213ad27d9774707e24561b394983bb846949,Conway
2026-05-16T16:12:02Z,relay,244,36,25505f721b0f98e5d1be02008334718beae64b08509800481e475ab229058ec4,Conway
2026-05-16T16:12:02Z,dugite-bp,244,36,25505f721b0f98e5d1be02008334718beae64b08509800481e475ab229058ec4,Conway
2026-05-16T16:12:02Z,cardano-bp,244,36,25505f721b0f98e5d1be02008334718beae64b08509800481e475ab229058ec4,Conway
2026-05-16T16:12:07Z,relay,251,37,bf53c2d760b7d499759678274cb00fe20eef08859c73d2e259fa949bd1739ab4,Conway
2026-05-16T16:12:07Z,dugite-bp,250,37,6c1e0764853b70ac1b21d292681147d194334bb2baaad9ce64d3056f7544c317,Conway
2026-05-16T16:12:07Z,cardano-bp,251,37,bf53c2d760b7d499759678274cb00fe20eef08859c73d2e259fa949bd1739ab4,Conway
2026-05-16T16:12:13Z,relay,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:13Z,dugite-bp,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:13Z,cardano-bp,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:18Z,relay,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:18Z,dugite-bp,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:18Z,cardano-bp,253,39,5b26556764d167f5a1782664779af7e434ec0986d49b1f2ac2edcf319690f837,Conway
2026-05-16T16:12:23Z,relay,265,40,f69e618beb74e3f4d2d5969dfd611f25f85c9dd4cee7eccf27a62b62b570cf74,Conway
2026-05-16T16:12:23Z,dugite-bp,265,40,f69e618beb74e3f4d2d5969dfd611f25f85c9dd4cee7eccf27a62b62b570cf74,Conway
2026-05-16T16:12:23Z,cardano-bp,265,40,f69e618beb74e3f4d2d5969dfd611f25f85c9dd4cee7eccf27a62b62b570cf74,Conway
2026-05-16T16:12:28Z,relay,270,41,57628561d846ee4fc8660720250448ebdfc5166cf93ad2e91a83f8cae75bad38,Conway
2026-05-16T16:12:28Z,dugite-bp,270,41,57628561d846ee4fc8660720250448ebdfc5166cf93ad2e91a83f8cae75bad38,Conway
2026-05-16T16:12:28Z,cardano-bp,272,42,4e68a3d18382f66cbd9c4b4261ead00c96593cbf91860050d97a6ce3c49087e8,Conway
2026-05-16T16:12:33Z,relay,276,43,c892fd3735e94f284fcb85ff72a6a962430f4545d4ff828659f12d28b7bf0851,Conway
2026-05-16T16:12:33Z,dugite-bp,276,43,c892fd3735e94f284fcb85ff72a6a962430f4545d4ff828659f12d28b7bf0851,Conway
2026-05-16T16:12:33Z,cardano-bp,276,43,c892fd3735e94f284fcb85ff72a6a962430f4545d4ff828659f12d28b7bf0851,Conway
2026-05-16T16:12:38Z,relay,280,44,c18a4bf4edbc56d68f976097b0664c2991e7f896d017b489703e45cae5724d99,Conway
2026-05-16T16:12:38Z,dugite-bp,280,44,c18a4bf4edbc56d68f976097b0664c2991e7f896d017b489703e45cae5724d99,Conway
2026-05-16T16:12:38Z,cardano-bp,280,44,c18a4bf4edbc56d68f976097b0664c2991e7f896d017b489703e45cae5724d99,Conway
2026-05-16T16:12:44Z,relay,280,44,c18a4bf4edbc56d68f976097b0664c2991e7f896d017b489703e45cae5724d99,Conway
2026-05-16T16:12:44Z,dugite-bp,287,45,b6706bdae3be5d94ce036d467b4716273c09ad7e880c85d000deeee516f0d248,Conway
2026-05-16T16:12:44Z,cardano-bp,280,44,c18a4bf4edbc56d68f976097b0664c2991e7f896d017b489703e45cae5724d99,Conway
2026-05-16T16:12:49Z,relay,290,46,2d22063363d07e46c3451e8777fe647d85a8cf234642a58fea21d863261c04dc,Conway
2026-05-16T16:12:49Z,dugite-bp,290,46,2d22063363d07e46c3451e8777fe647d85a8cf234642a58fea21d863261c04dc,Conway
2026-05-16T16:12:49Z,cardano-bp,294,47,3e11a356eeb3153a4e65f9d8c255b305d2a3df8deb166d70b2c07c682bdd3392,Conway
2026-05-16T16:12:54Z,relay,296,48,fad2a9f142bacf73ef81d661f126c50667cc08a88631bd56f615e0bbf783d5e0,Conway
2026-05-16T16:12:54Z,dugite-bp,296,48,fad2a9f142bacf73ef81d661f126c50667cc08a88631bd56f615e0bbf783d5e0,Conway
2026-05-16T16:12:54Z,cardano-bp,299,49,b2130ff69621dc1b329c942753fb3445ed359d3f68aa94ba9fe27cc222ca7feb,Conway
2026-05-16T16:12:59Z,relay,299,49,b2130ff69621dc1b329c942753fb3445ed359d3f68aa94ba9fe27cc222ca7feb,Conway
2026-05-16T16:12:59Z,dugite-bp,303,50,6d164a5c51bd81aeb11659af57f166ee8d1de6aa0b29fbbdb8e07b5eabb1dac3,Conway
2026-05-16T16:12:59Z,cardano-bp,299,49,b2130ff69621dc1b329c942753fb3445ed359d3f68aa94ba9fe27cc222ca7feb,Conway
2026-05-16T16:13:04Z,relay,306,51,d8e8ba228bce84c809ee9272a79186ff4d9f2c3a55c6c348da288dc4949c2fc8,Conway
2026-05-16T16:13:04Z,dugite-bp,306,51,d8e8ba228bce84c809ee9272a79186ff4d9f2c3a55c6c348da288dc4949c2fc8,Conway
2026-05-16T16:13:04Z,cardano-bp,306,51,d8e8ba228bce84c809ee9272a79186ff4d9f2c3a55c6c348da288dc4949c2fc8,Conway
2026-05-16T16:13:09Z,relay,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:09Z,dugite-bp,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:09Z,cardano-bp,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:15Z,relay,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:15Z,dugite-bp,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:15Z,cardano-bp,310,52,ddaa743335811af6786dc4e56978d870dee9867823be48025004a04c144dbe9b,Conway
2026-05-16T16:13:20Z,relay,322,53,c35907c20c6baf4430e5393305de44c7b132dc8136ddece50c602ce7c740aa20,Conway
2026-05-16T16:13:20Z,dugite-bp,324,54,72ea3592f87029913f419eea08d2a79957c909b611540deffb15850cae343bb9,Conway
2026-05-16T16:13:20Z,cardano-bp,322,53,c35907c20c6baf4430e5393305de44c7b132dc8136ddece50c602ce7c740aa20,Conway
2026-05-16T16:13:25Z,relay,327,55,de354e36be2670d7feaf55353e5e6722669bb55a09d771f0e6912891d96bee15,Conway
2026-05-16T16:13:25Z,dugite-bp,327,55,de354e36be2670d7feaf55353e5e6722669bb55a09d771f0e6912891d96bee15,Conway
2026-05-16T16:13:25Z,cardano-bp,327,55,de354e36be2670d7feaf55353e5e6722669bb55a09d771f0e6912891d96bee15,Conway
2026-05-16T16:13:30Z,relay,330,56,87b3afd1c6952886cf05b416e615042ed4fd432fd0d235ac1052848741adde10,Conway
2026-05-16T16:13:30Z,dugite-bp,330,56,87b3afd1c6952886cf05b416e615042ed4fd432fd0d235ac1052848741adde10,Conway
2026-05-16T16:13:30Z,cardano-bp,330,56,87b3afd1c6952886cf05b416e615042ed4fd432fd0d235ac1052848741adde10,Conway
2026-05-16T16:13:35Z,relay,339,57,6f69e4a2c1e5114fe13881db37ccd026a8e2f5a6974ba444ae6d021f61399696,Conway
2026-05-16T16:13:35Z,dugite-bp,339,57,6f69e4a2c1e5114fe13881db37ccd026a8e2f5a6974ba444ae6d021f61399696,Conway
2026-05-16T16:13:35Z,cardano-bp,339,57,6f69e4a2c1e5114fe13881db37ccd026a8e2f5a6974ba444ae6d021f61399696,Conway
2026-05-16T16:13:40Z,relay,344,59,7c7892adfaf204b5837bff8f181273a31591589ac75af7bfe2df5ee734f3029d,Conway
2026-05-16T16:13:40Z,dugite-bp,344,59,7c7892adfaf204b5837bff8f181273a31591589ac75af7bfe2df5ee734f3029d,Conway
2026-05-16T16:13:40Z,cardano-bp,346,60,901e5aa2f353f1e66a8d4e977a1898e652334596fc028b2703465df49e9d432b,Conway
2026-05-16T16:13:46Z,relay,345,60,eccc42622e8ef2157188bcf1e564f453ae76e104803bc0ccec6277b2ea6fce9f,Conway
2026-05-16T16:13:46Z,dugite-bp,350,62,ae7cc72d29f41eeeca08a7253aabecf262108fedb9d50529eff508cba7077800,Conway
2026-05-16T16:13:46Z,cardano-bp,345,60,eccc42622e8ef2157188bcf1e564f453ae76e104803bc0ccec6277b2ea6fce9f,Conway
2026-05-16T16:13:51Z,relay,349,61,72bf3206a0d6471af0dfc2c536807327dc73c3650847f8362f48184a31ae9abe,Conway
2026-05-16T16:13:51Z,dugite-bp,350,62,ae7cc72d29f41eeeca08a7253aabecf262108fedb9d50529eff508cba7077800,Conway
