ts,observer,event,slot,hash,issuer_vkey,body_size,n_txs
2026-05-16T15:20:24.00353Z,cardano-bp,forge,332,4dc2ea2df882b4bd3e7643a6d8e7cd12f1fa17ce4519389eef7b67b9eb4e55b8,,,
2026-05-16T15:20:24.004449Z,cardano-bp,recv,332,4dc2ea2df882b4bd3e7643a6d8e7cd12f1fa17ce4519389eef7b67b9eb4e55b8,,,
2026-05-16T15:20:24.004752Z,cardano-bp,forge,332,4dc2ea2df882b4bd3e7643a6d8e7cd12f1fa17ce4519389eef7b67b9eb4e55b8,,,
2026-05-16T15:20:25Z,dugite-relay,recv,332,4dc2ea2df882b4bd3e7643a6d8e7cd12f1fa17ce4519389eef7b67b9eb4e55b8,,,
2026-05-16T15:20:26.003335Z,cardano-bp,forge,334,5b1abf8a8117db359c0d8fd8cda5c00360a86ff93c7f3acf4d89a40c3b95f1cb,,,
2026-05-16T15:20:26.004376Z,cardano-bp,recv,334,5b1abf8a8117db359c0d8fd8cda5c00360a86ff93c7f3acf4d89a40c3b95f1cb,,,
2026-05-16T15:20:26Z,dugite-bp,forge,334,bbc3a0d84631d1c9c5e26787fb534eba231d6ae626d7b7235fef892f3f507e19,,,
2026-05-16T15:20:26.004569Z,cardano-bp,forge,334,5b1abf8a8117db359c0d8fd8cda5c00360a86ff93c7f3acf4d89a40c3b95f1cb,,,
2026-05-16T15:20:27Z,dugite-bp,forge,335,cc489b437f62b91411bd0aaec6e7d19cbdcfccab549824c223ee17d893b4d3de,,,
2026-05-16T15:20:27Z,dugite-relay,recv,334,5b1abf8a8117db359c0d8fd8cda5c00360a86ff93c7f3acf4d89a40c3b95f1cb,,,
2026-05-16T15:20:28Z,dugite-bp,forge,336,35eedd070446572107aa4b85bc35139fa3a4fc397e01f22b6ec91582862d5eef,,,
2026-05-16T15:20:29Z,dugite-relay,recv,334,bbc3a0d84631d1c9c5e26787fb534eba231d6ae626d7b7235fef892f3f507e19,,,
2026-05-16T15:20:29Z,dugite-relay,recv,335,cc489b437f62b91411bd0aaec6e7d19cbdcfccab549824c223ee17d893b4d3de,,,
2026-05-16T15:20:29Z,dugite-relay,recv,336,35eedd070446572107aa4b85bc35139fa3a4fc397e01f22b6ec91582862d5eef,,,
2026-05-16T15:20:35Z,dugite-bp,forge,343,be60c4b84207f20102c06b8ebf7a7ab95ab96db1ac18b8f54adb2e186c8e1b89,,,
2026-05-16T15:20:35Z,dugite-relay,recv,343,be60c4b84207f20102c06b8ebf7a7ab95ab96db1ac18b8f54adb2e186c8e1b89,,,
2026-05-16T15:20:35.273913Z,cardano-bp,recv,343,be60c4b84207f20102c06b8ebf7a7ab95ab96db1ac18b8f54adb2e186c8e1b89,,,
2026-05-16T15:20:36.003221Z,cardano-bp,forge,344,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,,,
2026-05-16T15:20:36.004063Z,cardano-bp,recv,344,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,,,
2026-05-16T15:20:36.004337Z,cardano-bp,forge,344,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,,,
2026-05-16T15:20:37Z,dugite-relay,recv,344,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,,,
2026-05-16T15:20:38Z,dugite-bp,recv,344,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,,,
2026-05-16T15:20:48Z,dugite-bp,forge,356,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,,,
2026-05-16T15:20:49Z,dugite-relay,recv,356,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,,,
2026-05-16T15:20:49.27649Z,cardano-bp,recv,356,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,,,
2026-05-16T15:21:00.003486Z,cardano-bp,forge,368,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,,,
2026-05-16T15:21:00.004687Z,cardano-bp,recv,368,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,,,
2026-05-16T15:21:00.005273Z,cardano-bp,forge,368,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,,,
2026-05-16T15:21:01Z,dugite-relay,recv,368,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,,,
2026-05-16T15:21:02Z,dugite-bp,recv,368,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,,,
2026-05-16T15:21:24Z,dugite-bp,forge,392,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,,,
2026-05-16T15:21:25Z,dugite-relay,recv,392,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,,,
2026-05-16T15:21:25.270523Z,cardano-bp,recv,392,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,,,
2026-05-16T15:21:28Z,dugite-bp,forge,396,25f5ef876e494e1b9cf3a074c1fea222a4473ebea7ddaee46c917d13c19dfd89,,,
2026-05-16T15:21:29Z,dugite-relay,recv,396,25f5ef876e494e1b9cf3a074c1fea222a4473ebea7ddaee46c917d13c19dfd89,,,
2026-05-16T15:21:29.270659Z,cardano-bp,recv,396,25f5ef876e494e1b9cf3a074c1fea222a4473ebea7ddaee46c917d13c19dfd89,,,
2026-05-16T15:21:30.004094Z,cardano-bp,forge,398,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,,,
2026-05-16T15:21:30.005325Z,cardano-bp,recv,398,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,,,
2026-05-16T15:21:30.005843Z,cardano-bp,forge,398,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,,,
2026-05-16T15:21:31Z,dugite-relay,recv,398,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,,,
2026-05-16T15:21:32Z,dugite-bp,recv,398,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,,,
2026-05-16T15:21:36.004042Z,cardano-bp,forge,404,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,,,
2026-05-16T15:21:36.005284Z,cardano-bp,recv,404,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,,,
2026-05-16T15:21:36.006259Z,cardano-bp,forge,404,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,,,
2026-05-16T15:21:37Z,dugite-relay,recv,404,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,,,
2026-05-16T15:21:38Z,dugite-bp,recv,404,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,,,
2026-05-16T15:21:41.006236Z,cardano-bp,forge,409,6eaddb5c9b86a0eec050469e9a623f93106517a29d39bdfc514f3d17adb2a99a,,,
2026-05-16T15:21:41Z,dugite-bp,forge,409,872d1bfce8346d3719a2c2aeff3668becf298087f0347d347b506b94333882c9,,,
2026-05-16T15:21:41.007858Z,cardano-bp,recv,409,6eaddb5c9b86a0eec050469e9a623f93106517a29d39bdfc514f3d17adb2a99a,,,
2026-05-16T15:21:41.008476Z,cardano-bp,forge,409,6eaddb5c9b86a0eec050469e9a623f93106517a29d39bdfc514f3d17adb2a99a,,,
2026-05-16T15:21:41Z,dugite-relay,recv,409,872d1bfce8346d3719a2c2aeff3668becf298087f0347d347b506b94333882c9,,,
2026-05-16T15:21:45.00325Z,cardano-bp,forge,413,759dd3cffaafda130fd973ab3c8ae07e6a307395f01bc6a32e3ea48f03694113,,,
2026-05-16T15:21:45.004067Z,cardano-bp,recv,413,759dd3cffaafda130fd973ab3c8ae07e6a307395f01bc6a32e3ea48f03694113,,,
2026-05-16T15:21:45.004464Z,cardano-bp,forge,413,759dd3cffaafda130fd973ab3c8ae07e6a307395f01bc6a32e3ea48f03694113,,,
2026-05-16T15:21:45Z,dugite-relay,recv,413,759dd3cffaafda130fd973ab3c8ae07e6a307395f01bc6a32e3ea48f03694113,,,
2026-05-16T15:21:46Z,dugite-bp,forge,414,7d1b088df858300233660cfafad9a10d81c1d078bc9d6ca389c6dbe8899c09db,,,
2026-05-16T15:21:47Z,dugite-relay,recv,414,7d1b088df858300233660cfafad9a10d81c1d078bc9d6ca389c6dbe8899c09db,,,
2026-05-16T15:21:49.003756Z,cardano-bp,forge,417,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,,,
2026-05-16T15:21:49.005718Z,cardano-bp,recv,417,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,,,
2026-05-16T15:21:49.006291Z,cardano-bp,forge,417,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,,,
2026-05-16T15:21:49Z,dugite-relay,recv,417,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,,,
2026-05-16T15:21:50Z,dugite-bp,recv,417,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,,,
2026-05-16T15:21:54.004378Z,cardano-bp,forge,422,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,,,
2026-05-16T15:21:54.006116Z,cardano-bp,recv,422,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,,,
2026-05-16T15:21:54.006377Z,cardano-bp,forge,422,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,,,
2026-05-16T15:21:55Z,dugite-bp,forge,423,9c0064286a2ab59d92f82ba2fd6cb00fcd4d4c99df8887bee16675a581c6e557,,,
2026-05-16T15:21:55Z,dugite-relay,recv,422,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,,,
2026-05-16T15:21:56Z,dugite-bp,recv,422,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,,,
2026-05-16T15:22:05.003163Z,cardano-bp,forge,433,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,,,
2026-05-16T15:22:05.004249Z,cardano-bp,recv,433,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,,,
2026-05-16T15:22:05.004558Z,cardano-bp,forge,433,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,,,
2026-05-16T15:22:05Z,dugite-relay,recv,433,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,,,
2026-05-16T15:22:06Z,dugite-bp,recv,433,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,,,
2026-05-16T15:22:08Z,dugite-bp,forge,436,b1bb2849994033df084b9415090949eb4f9be0fc07402d6ee2561ea54a1896ee,,,
2026-05-16T15:22:09Z,dugite-relay,recv,436,b1bb2849994033df084b9415090949eb4f9be0fc07402d6ee2561ea54a1896ee,,,
2026-05-16T15:22:09.269104Z,cardano-bp,recv,436,b1bb2849994033df084b9415090949eb4f9be0fc07402d6ee2561ea54a1896ee,,,
2026-05-16T15:22:13Z,dugite-bp,forge,441,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,,,
2026-05-16T15:22:13Z,dugite-relay,recv,441,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,,,
2026-05-16T15:22:13.267087Z,cardano-bp,recv,441,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,,,
2026-05-16T15:22:25Z,dugite-bp,forge,453,61fddc2ae779c81d05590e0c33437955e8eccb07cc0579c29475b85e3fb70f63,,,
2026-05-16T15:22:25Z,dugite-relay,recv,453,61fddc2ae779c81d05590e0c33437955e8eccb07cc0579c29475b85e3fb70f63,,,
2026-05-16T15:22:25.266901Z,cardano-bp,recv,453,61fddc2ae779c81d05590e0c33437955e8eccb07cc0579c29475b85e3fb70f63,,,
2026-05-16T15:22:27.003927Z,cardano-bp,forge,455,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,,,
2026-05-16T15:22:27.005788Z,cardano-bp,recv,455,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,,,
2026-05-16T15:22:27.006272Z,cardano-bp,forge,455,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,,,
2026-05-16T15:22:27Z,dugite-relay,recv,455,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,,,
2026-05-16T15:22:28Z,dugite-bp,recv,455,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,,,
2026-05-16T15:22:41Z,dugite-bp,forge,469,c67ad9c534b1d3dc8129ce0a7ec4c8783e585b2d5ffb0e71f69968622255bb99,,,
2026-05-16T15:22:41Z,dugite-relay,recv,469,c67ad9c534b1d3dc8129ce0a7ec4c8783e585b2d5ffb0e71f69968622255bb99,,,
2026-05-16T15:22:41.268738Z,cardano-bp,recv,469,c67ad9c534b1d3dc8129ce0a7ec4c8783e585b2d5ffb0e71f69968622255bb99,,,
2026-05-16T15:22:42Z,dugite-bp,forge,470,4f4edbce24cd4ce69c8fbdc2f892e38bceb92374785168706f0c1186c083143c,,,
2026-05-16T15:22:43Z,dugite-relay,recv,470,4f4edbce24cd4ce69c8fbdc2f892e38bceb92374785168706f0c1186c083143c,,,
2026-05-16T15:22:43.268155Z,cardano-bp,recv,470,4f4edbce24cd4ce69c8fbdc2f892e38bceb92374785168706f0c1186c083143c,,,
2026-05-16T15:22:45.002833Z,cardano-bp,forge,473,75e04b7101a892365a22fbeeaa16ce2b87e7e3031a5a96accbc9e885a11d792f,,,
2026-05-16T15:22:45.003404Z,cardano-bp,recv,473,75e04b7101a892365a22fbeeaa16ce2b87e7e3031a5a96accbc9e885a11d792f,,,
2026-05-16T15:22:45.003598Z,cardano-bp,forge,473,75e04b7101a892365a22fbeeaa16ce2b87e7e3031a5a96accbc9e885a11d792f,,,
2026-05-16T15:22:45Z,dugite-relay,recv,473,75e04b7101a892365a22fbeeaa16ce2b87e7e3031a5a96accbc9e885a11d792f,,,
2026-05-16T15:22:46Z,dugite-bp,recv,473,75e04b7101a892365a22fbeeaa16ce2b87e7e3031a5a96accbc9e885a11d792f,,,
2026-05-16T15:22:47Z,dugite-bp,forge,475,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,,,
2026-05-16T15:22:49Z,dugite-relay,recv,475,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,,,
2026-05-16T15:22:49.270161Z,cardano-bp,recv,475,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,,,
2026-05-16T15:22:57Z,dugite-bp,forge,485,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,,,
2026-05-16T15:22:57Z,dugite-relay,recv,485,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,,,
2026-05-16T15:22:57.267975Z,cardano-bp,recv,485,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,,,
2026-05-16T15:23:02.002199Z,cardano-bp,forge,490,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,,,
2026-05-16T15:23:02.003477Z,cardano-bp,recv,490,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,,,
2026-05-16T15:23:02.003934Z,cardano-bp,forge,490,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,,,
2026-05-16T15:23:03Z,dugite-relay,recv,490,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,,,
2026-05-16T15:23:04Z,dugite-bp,recv,490,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,,,
2026-05-16T15:23:17Z,dugite-bp,forge,505,d9580a326a16d7a5c80f7b979493073bcb4ef81b89b059299c5849028272c024,,,
2026-05-16T15:23:17Z,dugite-relay,recv,505,d9580a326a16d7a5c80f7b979493073bcb4ef81b89b059299c5849028272c024,,,
2026-05-16T15:23:17.273446Z,cardano-bp,recv,505,d9580a326a16d7a5c80f7b979493073bcb4ef81b89b059299c5849028272c024,,,
2026-05-16T15:23:20.002249Z,cardano-bp,forge,508,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,,,
2026-05-16T15:23:20.003866Z,cardano-bp,recv,508,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,,,
2026-05-16T15:23:20.004879Z,cardano-bp,forge,508,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,,,
2026-05-16T15:23:21Z,dugite-relay,recv,508,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,,,
2026-05-16T15:23:22Z,dugite-bp,recv,508,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,,,
2026-05-16T15:23:29.004096Z,cardano-bp,forge,517,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,,,
2026-05-16T15:23:29.005266Z,cardano-bp,recv,517,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,,,
2026-05-16T15:23:29.005802Z,cardano-bp,forge,517,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,,,
2026-05-16T15:23:29Z,dugite-relay,recv,517,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,,,
2026-05-16T15:23:30Z,dugite-bp,recv,517,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,,,
2026-05-16T15:23:31.004253Z,cardano-bp,forge,519,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,,,
2026-05-16T15:23:31.005775Z,cardano-bp,recv,519,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,,,
2026-05-16T15:23:31.006484Z,cardano-bp,forge,519,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,,,
2026-05-16T15:23:31Z,dugite-relay,recv,519,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,,,
2026-05-16T15:23:32Z,dugite-bp,recv,519,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,,,
2026-05-16T15:23:33Z,dugite-bp,forge,521,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,,,
2026-05-16T15:23:33Z,dugite-relay,recv,521,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,,,
2026-05-16T15:23:33.26756Z,cardano-bp,recv,521,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,,,
2026-05-16T15:23:42.003234Z,cardano-bp,forge,530,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,,,
2026-05-16T15:23:42.003937Z,cardano-bp,recv,530,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,,,
2026-05-16T15:23:42.004165Z,cardano-bp,forge,530,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,,,
2026-05-16T15:23:43Z,dugite-relay,recv,530,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,,,
2026-05-16T15:23:44Z,dugite-bp,recv,530,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,,,
2026-05-16T15:23:50.004284Z,cardano-bp,forge,538,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,,,
2026-05-16T15:23:50.006182Z,cardano-bp,recv,538,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,,,
2026-05-16T15:23:50.007063Z,cardano-bp,forge,538,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,,,
2026-05-16T15:23:51Z,dugite-relay,recv,538,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,,,
2026-05-16T15:23:52.003918Z,cardano-bp,forge,540,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,,,
2026-05-16T15:23:52Z,dugite-bp,recv,538,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,,,
2026-05-16T15:23:52.00624Z,cardano-bp,recv,540,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,,,
2026-05-16T15:23:52.007082Z,cardano-bp,forge,540,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,,,
2026-05-16T15:23:53Z,dugite-relay,recv,540,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,,,
2026-05-16T15:23:54Z,dugite-bp,recv,540,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,,,
2026-05-16T15:24:02Z,dugite-bp,forge,550,b1d3dc3a33f607bbb2198dd40e950f3d8269ca328765b5c25737e9c7c78d6cb6,,,
2026-05-16T15:24:03.003544Z,cardano-bp,forge,551,8ff6720179a8308b517a79368c1fc797fb4a84b3a690330b79baf14d799f247b,,,
2026-05-16T15:24:03.004565Z,cardano-bp,recv,551,8ff6720179a8308b517a79368c1fc797fb4a84b3a690330b79baf14d799f247b,,,
2026-05-16T15:24:03.005029Z,cardano-bp,forge,551,8ff6720179a8308b517a79368c1fc797fb4a84b3a690330b79baf14d799f247b,,,
2026-05-16T15:24:03Z,dugite-relay,recv,551,8ff6720179a8308b517a79368c1fc797fb4a84b3a690330b79baf14d799f247b,,,
2026-05-16T15:24:04.004026Z,cardano-bp,forge,552,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,,,
2026-05-16T15:24:04.005632Z,cardano-bp,recv,552,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,,,
2026-05-16T15:24:04.006371Z,cardano-bp,forge,552,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,,,
2026-05-16T15:24:04Z,dugite-bp,recv,551,8ff6720179a8308b517a79368c1fc797fb4a84b3a690330b79baf14d799f247b,,,
2026-05-16T15:24:05Z,dugite-relay,recv,552,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,,,
2026-05-16T15:24:06Z,dugite-bp,recv,552,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,,,
2026-05-16T15:24:09.00473Z,cardano-bp,forge,557,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,,,
2026-05-16T15:24:09.006417Z,cardano-bp,recv,557,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,,,
2026-05-16T15:24:09.008638Z,cardano-bp,forge,557,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,,,
2026-05-16T15:24:09Z,dugite-relay,recv,557,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,,,
2026-05-16T15:24:10Z,dugite-bp,recv,557,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,,,
2026-05-16T15:24:13Z,dugite-bp,forge,561,c2adebe623e231243cf2727cb614381847e201550d990b984d22e9fb8ffc743a,,,
2026-05-16T15:24:13Z,dugite-relay,recv,561,c2adebe623e231243cf2727cb614381847e201550d990b984d22e9fb8ffc743a,,,
2026-05-16T15:24:13.269338Z,cardano-bp,recv,561,c2adebe623e231243cf2727cb614381847e201550d990b984d22e9fb8ffc743a,,,
2026-05-16T15:24:17Z,dugite-bp,forge,565,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,,,
2026-05-16T15:24:17Z,dugite-relay,recv,565,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,,,
2026-05-16T15:24:17.268115Z,cardano-bp,recv,565,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,,,
2026-05-16T15:24:21.003021Z,cardano-bp,forge,569,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,,,
2026-05-16T15:24:21.006Z,cardano-bp,recv,569,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,,,
2026-05-16T15:24:21.00663Z,cardano-bp,forge,569,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,,,
2026-05-16T15:24:21Z,dugite-relay,recv,569,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,,,
2026-05-16T15:24:22Z,dugite-bp,recv,569,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,,,
2026-05-16T15:24:23Z,dugite-bp,forge,571,5cdac4ebbf38c7b4d9a88945260df0fb184ceeda3fcb780d6debc689187ad318,,,
2026-05-16T15:24:23Z,dugite-relay,recv,571,5cdac4ebbf38c7b4d9a88945260df0fb184ceeda3fcb780d6debc689187ad318,,,
2026-05-16T15:24:23.267297Z,cardano-bp,recv,571,5cdac4ebbf38c7b4d9a88945260df0fb184ceeda3fcb780d6debc689187ad318,,,
2026-05-16T15:24:25.006101Z,cardano-bp,forge,573,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,,,
2026-05-16T15:24:25.008068Z,cardano-bp,recv,573,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,,,
2026-05-16T15:24:25.009083Z,cardano-bp,forge,573,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,,,
2026-05-16T15:24:25Z,dugite-relay,recv,573,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,,,
2026-05-16T15:24:26Z,dugite-bp,recv,573,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,,,
2026-05-16T15:24:30Z,dugite-bp,forge,578,2e986791b12d385c8f04fee033fbe357d1d3eb9ddfeec9781fc67038cd918514,,,
2026-05-16T15:24:31.002329Z,cardano-bp,forge,579,501a554d9354377e886a74f03cbde80b510584ce1cbdc374fb19a19e35b0d415,,,
2026-05-16T15:24:31Z,dugite-bp,forge,579,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,,,
2026-05-16T15:24:31.004058Z,cardano-bp,recv,579,501a554d9354377e886a74f03cbde80b510584ce1cbdc374fb19a19e35b0d415,,,
2026-05-16T15:24:31.005045Z,cardano-bp,forge,579,501a554d9354377e886a74f03cbde80b510584ce1cbdc374fb19a19e35b0d415,,,
2026-05-16T15:24:31Z,dugite-relay,recv,579,501a554d9354377e886a74f03cbde80b510584ce1cbdc374fb19a19e35b0d415,,,
