ts,node,slot,block_no,hash,era
2026-05-16T15:20:35Z,dugite-bp,343,47,be60c4b84207f20102c06b8ebf7a7ab95ab96db1ac18b8f54adb2e186c8e1b89,Conway
2026-05-16T15:20:35Z,cardano-bp,343,47,be60c4b84207f20102c06b8ebf7a7ab95ab96db1ac18b8f54adb2e186c8e1b89,Conway
2026-05-16T15:20:40Z,relay,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:40Z,dugite-bp,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:40Z,cardano-bp,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:45Z,relay,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:45Z,dugite-bp,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:45Z,cardano-bp,344,48,ea1eefc0359271d7710294664af88b8d61a5a0a8969691c1331a6b1b3d1bff1a,Conway
2026-05-16T15:20:50Z,relay,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:20:50Z,dugite-bp,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:20:50Z,cardano-bp,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:20:56Z,relay,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:20:56Z,dugite-bp,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:20:56Z,cardano-bp,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:21:01Z,relay,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:01Z,dugite-bp,356,49,eb4946e2a1505fbc9ad0189529bf003a410c88ecad83056c23e4cc9dae90d881,Conway
2026-05-16T15:21:01Z,cardano-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:06Z,relay,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:06Z,dugite-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:06Z,cardano-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:11Z,relay,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:11Z,dugite-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:11Z,cardano-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:16Z,relay,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:16Z,dugite-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:16Z,cardano-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:21Z,relay,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:21Z,dugite-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:21Z,cardano-bp,368,50,eb2b13dd5bcd5b35754a0c9ff77816c4e6982f0ad75ae809848548e490bd7b8a,Conway
2026-05-16T15:21:27Z,relay,392,51,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,Conway
2026-05-16T15:21:27Z,dugite-bp,392,51,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,Conway
2026-05-16T15:21:27Z,cardano-bp,392,51,c38b8b31d52ad11d35ac66874c88e5e09df13d49c499d5e6312ec90adc708c50,Conway
2026-05-16T15:21:32Z,relay,398,53,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,Conway
2026-05-16T15:21:32Z,dugite-bp,398,53,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,Conway
2026-05-16T15:21:32Z,cardano-bp,398,53,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,Conway
2026-05-16T15:21:37Z,relay,404,54,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,Conway
2026-05-16T15:21:37Z,dugite-bp,398,53,57950e5b44e1adfb9f1c8697d4179dbd83f85cfea600e33b25ddc3c30bcb8439,Conway
2026-05-16T15:21:37Z,cardano-bp,404,54,0784d5a68fb978d6838cdbac02aae63f8db5cd8f403f0742fb57dfee4da5a35f,Conway
2026-05-16T15:21:42Z,relay,409,55,872d1bfce8346d3719a2c2aeff3668becf298087f0347d347b506b94333882c9,Conway
2026-05-16T15:21:42Z,dugite-bp,409,55,872d1bfce8346d3719a2c2aeff3668becf298087f0347d347b506b94333882c9,Conway
2026-05-16T15:21:42Z,cardano-bp,409,55,872d1bfce8346d3719a2c2aeff3668becf298087f0347d347b506b94333882c9,Conway
2026-05-16T15:21:47Z,relay,414,56,7d1b088df858300233660cfafad9a10d81c1d078bc9d6ca389c6dbe8899c09db,Conway
2026-05-16T15:21:47Z,dugite-bp,414,56,7d1b088df858300233660cfafad9a10d81c1d078bc9d6ca389c6dbe8899c09db,Conway
2026-05-16T15:21:47Z,cardano-bp,414,56,7d1b088df858300233660cfafad9a10d81c1d078bc9d6ca389c6dbe8899c09db,Conway
2026-05-16T15:21:53Z,relay,417,57,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,Conway
2026-05-16T15:21:53Z,dugite-bp,417,57,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,Conway
2026-05-16T15:21:53Z,cardano-bp,417,57,8a1e2e6fa3a10f4e3f060dd46ccaa9d391aaf708350324e11620b88e5f5fddc7,Conway
2026-05-16T15:21:58Z,relay,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:21:58Z,dugite-bp,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:21:58Z,cardano-bp,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:22:03Z,relay,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:22:03Z,dugite-bp,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:22:03Z,cardano-bp,422,58,b331af2b26248b5c5bdb747e335b615e09f374b20243e435a6ecd775e8c62755,Conway
2026-05-16T15:22:08Z,relay,433,59,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,Conway
2026-05-16T15:22:08Z,dugite-bp,436,60,b1bb2849994033df084b9415090949eb4f9be0fc07402d6ee2561ea54a1896ee,Conway
2026-05-16T15:22:08Z,cardano-bp,433,59,18deba3d75454d5729bfadf094f7b62c4fed3c907bf63ea8f981bd9d5d84e9a2,Conway
2026-05-16T15:22:13Z,relay,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:13Z,dugite-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:13Z,cardano-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:18Z,relay,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:18Z,dugite-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:18Z,cardano-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:24Z,relay,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:24Z,dugite-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:24Z,cardano-bp,441,61,0df10188430c69ebe07856f6d786be17ea6cbdee874bb06a054335d7270f56ca,Conway
2026-05-16T15:22:29Z,relay,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:29Z,dugite-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:29Z,cardano-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:34Z,relay,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:34Z,dugite-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:34Z,cardano-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:39Z,relay,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:39Z,dugite-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:39Z,cardano-bp,455,63,a69dae0f4b0c11b8f97717bad07fb10dca396c600e0038df35827656fcb7cd54,Conway
2026-05-16T15:22:44Z,relay,470,65,4f4edbce24cd4ce69c8fbdc2f892e38bceb92374785168706f0c1186c083143c,Conway
2026-05-16T15:22:44Z,dugite-bp,469,64,c67ad9c534b1d3dc8129ce0a7ec4c8783e585b2d5ffb0e71f69968622255bb99,Conway
2026-05-16T15:22:44Z,cardano-bp,470,65,4f4edbce24cd4ce69c8fbdc2f892e38bceb92374785168706f0c1186c083143c,Conway
2026-05-16T15:22:49Z,relay,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:22:49Z,dugite-bp,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:22:49Z,cardano-bp,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:22:55Z,relay,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:22:55Z,dugite-bp,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:22:55Z,cardano-bp,475,67,d9f39c2b3c5c2af22d3515aaffdc70b334f18506440efac3200e02318cd383b2,Conway
2026-05-16T15:23:00Z,relay,485,68,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,Conway
2026-05-16T15:23:00Z,dugite-bp,485,68,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,Conway
2026-05-16T15:23:00Z,cardano-bp,485,68,3d4971bb1fca0b0524720fd9ebe84a09d07e14aab9bff7842f4ce3cc6bcb2a8a,Conway
2026-05-16T15:23:05Z,relay,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:05Z,dugite-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:05Z,cardano-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:10Z,relay,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:10Z,dugite-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:10Z,cardano-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:15Z,relay,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:15Z,dugite-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:15Z,cardano-bp,490,69,21d20ee85f918e6e7386ce06a2c37b5a7baca14ca3765f9944dcb527b7248927,Conway
2026-05-16T15:23:21Z,relay,505,70,d9580a326a16d7a5c80f7b979493073bcb4ef81b89b059299c5849028272c024,Conway
2026-05-16T15:23:21Z,dugite-bp,505,70,d9580a326a16d7a5c80f7b979493073bcb4ef81b89b059299c5849028272c024,Conway
2026-05-16T15:23:21Z,cardano-bp,508,71,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,Conway
2026-05-16T15:23:26Z,relay,508,71,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,Conway
2026-05-16T15:23:26Z,dugite-bp,508,71,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,Conway
2026-05-16T15:23:26Z,cardano-bp,508,71,5c3fb8b9b788358cb64fe62c6d733dcf9211106b435b01879ffc9d47e8441327,Conway
2026-05-16T15:23:31Z,relay,519,73,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,Conway
2026-05-16T15:23:31Z,dugite-bp,517,72,16cd532b9e6060184abdf17ba8b3332983164d1282f65cf3dea2b213d37a86be,Conway
2026-05-16T15:23:31Z,cardano-bp,519,73,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,Conway
2026-05-16T15:23:36Z,relay,521,74,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,Conway
2026-05-16T15:23:36Z,dugite-bp,519,73,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,Conway
2026-05-16T15:23:36Z,cardano-bp,521,74,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,Conway
2026-05-16T15:23:41Z,relay,521,74,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,Conway
2026-05-16T15:23:41Z,dugite-bp,519,73,7a5d662855ed65b6ac185f757a5c5c1749d7e2d2c7fcad75d206d8e869e37e54,Conway
2026-05-16T15:23:41Z,cardano-bp,521,74,40774bc3eb04767339c9f48ccde20cb4150d6611ef6bbd6dcc00281ef30736a1,Conway
2026-05-16T15:23:46Z,relay,530,75,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,Conway
2026-05-16T15:23:46Z,dugite-bp,530,75,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,Conway
2026-05-16T15:23:46Z,cardano-bp,530,75,c7bb83335e6ef5f97c388993e55b230deb508d3ff004aaf378ed073bf81b5fc9,Conway
2026-05-16T15:23:52Z,relay,538,76,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,Conway
2026-05-16T15:23:52Z,dugite-bp,538,76,2ccbf5c0be39ec32889ca3da3a0df1454efc7ca659818f67600978ff88457a43,Conway
2026-05-16T15:23:52Z,cardano-bp,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:23:57Z,relay,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:23:57Z,dugite-bp,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:23:57Z,cardano-bp,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:24:02Z,relay,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:24:02Z,dugite-bp,550,78,b1d3dc3a33f607bbb2198dd40e950f3d8269ca328765b5c25737e9c7c78d6cb6,Conway
2026-05-16T15:24:02Z,cardano-bp,540,77,9e50b4f193436472f4baeaa216849a5fab4d66fadf4831f830c358e99122175d,Conway
2026-05-16T15:24:07Z,relay,552,79,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,Conway
2026-05-16T15:24:07Z,dugite-bp,552,79,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,Conway
2026-05-16T15:24:07Z,cardano-bp,552,79,339f289f95de100298271945eb9fddf9c45189be5b09f0c3d1d090e2277c10f2,Conway
2026-05-16T15:24:12Z,relay,557,80,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,Conway
2026-05-16T15:24:12Z,dugite-bp,557,80,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,Conway
2026-05-16T15:24:12Z,cardano-bp,557,80,19dce6f879f757710dc31f25a56fcd09d6329b7eae15352e1443ca8dca9b8ca3,Conway
2026-05-16T15:24:17Z,relay,565,82,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,Conway
2026-05-16T15:24:17Z,dugite-bp,565,82,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,Conway
2026-05-16T15:24:17Z,cardano-bp,565,82,8e86603c78695ef09941319b069f73882214fc626ca573c9237d3dee73a405a8,Conway
2026-05-16T15:24:23Z,relay,569,83,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,Conway
2026-05-16T15:24:23Z,dugite-bp,569,83,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,Conway
2026-05-16T15:24:23Z,cardano-bp,569,83,e1ce7a98ef60f2ffa52668142bd238319e08d4609965ac155990e2821e8e1e5e,Conway
2026-05-16T15:24:28Z,relay,573,85,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,Conway
2026-05-16T15:24:28Z,dugite-bp,573,85,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,Conway
2026-05-16T15:24:28Z,cardano-bp,573,85,ac1f18942aa1f1a4de539cd53f820c144952abde1f9ac3ba805e4fb039728f56,Conway
2026-05-16T15:24:33Z,relay,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:33Z,dugite-bp,578,86,2e986791b12d385c8f04fee033fbe357d1d3eb9ddfeec9781fc67038cd918514,Conway
2026-05-16T15:24:33Z,cardano-bp,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:38Z,relay,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:38Z,dugite-bp,578,86,2e986791b12d385c8f04fee033fbe357d1d3eb9ddfeec9781fc67038cd918514,Conway
2026-05-16T15:24:38Z,cardano-bp,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:43Z,relay,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:43Z,dugite-bp,578,86,2e986791b12d385c8f04fee033fbe357d1d3eb9ddfeec9781fc67038cd918514,Conway
2026-05-16T15:24:43Z,cardano-bp,579,87,6f036e63edb65166fe6fa65f4a9a1394de19b85161d03bb03f4c9a0c1e578575,Conway
2026-05-16T15:24:48Z,relay,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:48Z,dugite-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:48Z,cardano-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:54Z,relay,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:54Z,dugite-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:54Z,cardano-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:59Z,relay,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:59Z,dugite-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:24:59Z,cardano-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:25:04Z,relay,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:25:04Z,dugite-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:25:04Z,cardano-bp,595,88,992da659908e0d868323327d029abc55da7cfaf9898c96c21f1487bc274177e8,Conway
2026-05-16T15:25:09Z,relay,615,89,dacc2679b3cb875767f6f6692e7ce125992bdeeed57ccee4caf8f810de9a3b06,Conway
2026-05-16T15:25:09Z,dugite-bp,615,89,dacc2679b3cb875767f6f6692e7ce125992bdeeed57ccee4caf8f810de9a3b06,Conway
2026-05-16T15:25:09Z,cardano-bp,615,89,dacc2679b3cb875767f6f6692e7ce125992bdeeed57ccee4caf8f810de9a3b06,Conway
2026-05-16T15:25:14Z,relay,615,89,dacc2679b3cb875767f6f6692e7ce125992bdeeed57ccee4caf8f810de9a3b06,Conway
2026-05-16T15:25:14Z,dugite-bp,622,90,fe3d669359261a2069fb411cc3065fdea589ad980afd5830c9d8eca0c3d3cf11,Conway
2026-05-16T15:25:14Z,cardano-bp,615,89,dacc2679b3cb875767f6f6692e7ce125992bdeeed57ccee4caf8f810de9a3b06,Conway
2026-05-16T15:25:19Z,relay,627,91,bf2813512e6c02c8358850621faf1d65d94cb19d327f3609c3deff112c421552,Conway
2026-05-16T15:25:19Z,dugite-bp,623,90,b772daeee658bec6240d3b87ecaadf83a32c2f346d9bfcc8e5848aff70b200a5,Conway
2026-05-16T15:25:19Z,cardano-bp,627,91,bf2813512e6c02c8358850621faf1d65d94cb19d327f3609c3deff112c421552,Conway
2026-05-16T15:25:25Z,relay,631,93,0ecb6b77cfc2b0647e5513615a7987cc8b9fd5df9b4f36445cb0e409b4ef845d,Conway
2026-05-16T15:25:25Z,dugite-bp,631,93,0ecb6b77cfc2b0647e5513615a7987cc8b9fd5df9b4f36445cb0e409b4ef845d,Conway
2026-05-16T15:25:25Z,cardano-bp,633,94,17a9f7d5461933d832f3b5ebdef172952337b23fac6c48f6e15471bd4ef73f9c,Conway
2026-05-16T15:25:30Z,relay,633,94,17a9f7d5461933d832f3b5ebdef172952337b23fac6c48f6e15471bd4ef73f9c,Conway
2026-05-16T15:25:30Z,dugite-bp,638,95,97aa7de0a4abbabb988e2ccc4432a48d827a4ace7e6e4241b78ac38f0c025dcd,Conway
2026-05-16T15:25:30Z,cardano-bp,633,94,17a9f7d5461933d832f3b5ebdef172952337b23fac6c48f6e15471bd4ef73f9c,Conway
2026-05-16T15:25:35Z,relay,638,95,97aa7de0a4abbabb988e2ccc4432a48d827a4ace7e6e4241b78ac38f0c025dcd,Conway
2026-05-16T15:25:35Z,dugite-bp,638,95,97aa7de0a4abbabb988e2ccc4432a48d827a4ace7e6e4241b78ac38f0c025dcd,Conway
2026-05-16T15:25:35Z,cardano-bp,638,95,97aa7de0a4abbabb988e2ccc4432a48d827a4ace7e6e4241b78ac38f0c025dcd,Conway
2026-05-16T15:25:40Z,relay,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:40Z,dugite-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:40Z,cardano-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:45Z,relay,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:45Z,dugite-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:45Z,cardano-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:50Z,relay,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:50Z,dugite-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:50Z,cardano-bp,645,96,98123fc1e66a2da69b8cf436e850f57321b947f375af9536fb2389d470cb80ab,Conway
2026-05-16T15:25:56Z,relay,661,97,9e8da6d5ccceabddcdf563627e34427bc4282b0091bd598a6548d4b270ad711e,Conway
2026-05-16T15:25:56Z,dugite-bp,661,97,9e8da6d5ccceabddcdf563627e34427bc4282b0091bd598a6548d4b270ad711e,Conway
2026-05-16T15:25:56Z,cardano-bp,661,97,9e8da6d5ccceabddcdf563627e34427bc4282b0091bd598a6548d4b270ad711e,Conway
2026-05-16T15:26:01Z,relay,665,98,424030b55442f17c3704f4610653d52456144652b6519164b2c3354a634e34f2,Conway
2026-05-16T15:26:01Z,dugite-bp,665,98,424030b55442f17c3704f4610653d52456144652b6519164b2c3354a634e34f2,Conway
2026-05-16T15:26:01Z,cardano-bp,669,99,03637396c6b5ea7e9196e7bafbc04695a3e2f4568a15f207e06655ed574bb1ee,Conway
2026-05-16T15:26:06Z,relay,670,100,453a02acac4ffbb609df62014a216824148ef5058e35acf2a42e9524fe05088a,Conway
2026-05-16T15:26:06Z,dugite-bp,674,101,527e08d2d59630ee4d42523f658069daf01fa767fbaab9166352f11b8ab3037d,Conway
2026-05-16T15:26:06Z,cardano-bp,670,100,453a02acac4ffbb609df62014a216824148ef5058e35acf2a42e9524fe05088a,Conway
2026-05-16T15:26:11Z,relay,678,102,27f485dfc4a4bf0e9c5a239438afac5d57fc4733f488fa90c22d9462556a2426,Conway
2026-05-16T15:26:11Z,dugite-bp,674,101,527e08d2d59630ee4d42523f658069daf01fa767fbaab9166352f11b8ab3037d,Conway
